,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,old_index,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
3202,12.8,0.022000000000000002,0.34,0.98915,5.6,34.0,-1.0,3.22,7,2.4,0.38,97.0,0.42
3205,12.4,0.033,0.36,0.991,6.8,28.0,-1.0,3.11,7,5.0,0.4,156.0,0.45
3206,12.9,0.031,0.39,0.9913,6.6,22.0,-1.0,3.15,7,6.75,0.8,98.0,0.29
3219,12.8,0.036000000000000004,0.31,0.9893799999999999,6.2,37.0,-1.0,3.27,7,2.6,0.53,92.0,0.35
3225,13.3,0.040999999999999995,0.4,0.98916,6.6,35.0,-1.0,3.11,7,2.65,0.39,86.0,0.33
3229,11.0,0.047,0.26,0.9915799999999999,6.2,42.0,-1.0,3.48,7,1.1,0.6,119.0,0.2
3237,11.0,0.039,0.35,0.99216,6.4,43.0,-1.0,3.18,7,4.6,0.4,147.0,0.23
3239,12.3,0.034,0.24,0.99031,6.6,29.0,-1.0,3.1,7,3.3,0.4,99.0,0.34
3241,12.6,0.036000000000000004,0.42,0.9887100000000001,5.8,19.0,-1.0,3.1,7,1.1,0.46,113.0,0.3
3244,13.4,0.02,0.36,0.99146,6.7,20.0,-1.0,3.19,7,8.55,0.22,86.0,0.21
3248,11.1,0.039,0.37,0.9921,6.4,41.0,-1.0,3.18,7,4.5,0.4,147.0,0.25
3262,9.3,0.047,0.32,1.00014,7.6,32.0,-1.0,3.1,7,18.75,0.5,193.0,0.19
3271,12.0,0.044000000000000004,0.34,0.9918399999999999,6.5,27.0,-1.0,3.28,7,5.7,0.6,91.0,0.32
3272,11.3,0.045,0.32,0.99135,7.5,29.0,-1.0,3.08,7,2.4,0.6,100.0,0.22
3273,11.8,0.038,0.32,0.99074,6.4,40.0,-1.0,3.32,7,1.9,0.53,118.0,0.23
3277,11.1,0.057,0.25,0.9909100000000001,6.4,21.0,-1.0,3.23,7,1.4,0.44,125.0,0.16
3282,10.1,0.039,0.36,0.99229,6.7,43.0,-1.0,3.07,7,2.3,0.67,125.0,0.12
3285,10.9,0.046,0.31,0.9913,6.8,40.0,-1.0,3.07,7,2.9,0.65,121.0,0.21
3286,10.9,0.047,0.31,0.99126,6.8,40.0,-1.0,3.06,7,2.8,0.64,122.0,0.23
3293,12.0,0.04,0.35,0.98961,6.8,29.0,-1.0,2.91,7,1.8,0.57,84.0,0.17
3299,12.3,0.028999999999999998,0.32,0.99146,6.8,31.0,-1.0,3.0,7,8.7,0.34,105.0,0.32
3303,13.5,0.032,0.34,0.9901200000000001,6.3,36.0,-1.0,3.27,7,5.0,0.36,93.0,0.22
3304,12.8,0.033,0.3,0.9891200000000001,6.0,41.0,-1.0,3.29,7,1.9,0.42,142.0,0.32
3305,12.8,0.022000000000000002,0.29,0.9890200000000001,6.3,33.0,-1.0,3.04,7,2.0,0.54,96.0,0.19
3309,12.4,0.039,0.27,0.99129,6.7,35.0,-1.0,3.16,7,5.2,0.44,96.0,0.46
3310,12.9,0.048,0.29,0.98956,6.3,33.0,-1.0,3.22,7,2.1,0.46,142.0,0.3
3311,11.1,0.047,0.29,0.9916,6.0,67.0,-1.0,3.54,7,1.1,0.59,152.0,0.19
3312,12.9,0.032,0.28,0.9888899999999999,5.9,36.0,-1.0,3.08,7,1.3,0.64,95.0,0.24
3313,11.8,0.042,0.33,0.9901200000000001,7.3,14.0,-1.0,3.1,7,1.1,0.37,64.0,0.145
3315,12.7,0.036000000000000004,0.37,0.9885299999999999,5.8,19.0,-1.0,3.09,7,1.2,0.49,74.0,0.18
3318,12.4,0.042,0.35,0.98962,6.6,26.0,-1.0,3.19,7,1.8,0.75,105.0,0.16
3322,12.5,0.039,0.3,0.98995,5.7,30.0,-1.0,3.48,7,1.8,0.52,105.0,0.26
3325,12.6,0.035,0.28,0.9904799999999999,6.8,42.0,-1.0,3.12,7,5.0,0.38,126.0,0.25
3327,10.4,0.036000000000000004,0.36,0.9920200000000001,5.8,11.0,-1.0,3.43,7,1.3,0.68,70.0,0.17
3332,12.1,0.059000000000000004,0.28,0.99177,6.5,29.0,-1.0,3.23,7,3.7,0.41,151.0,0.22
3343,9.5,0.048,0.28,0.99782,6.9,51.0,-1.0,3.0,7,13.55,0.6,189.0,0.36
3354,11.8,0.038,0.28,0.99426,5.9,29.0,-1.0,3.31,7,12.8,0.57,132.0,0.2
3357,11.3,0.033,0.33,0.99356,6.0,25.0,-1.0,3.17,7,12.2,0.42,97.0,0.22
3360,11.3,0.033,0.49,0.99072,7.1,12.0,-1.0,3.05,7,1.3,0.53,72.0,0.18
3365,12.3,0.033,0.26,0.9907600000000001,7.6,26.0,-1.0,2.98,7,4.8,0.49,76.0,0.2
3369,11.5,0.039,0.28,0.99355,7.0,32.0,-1.0,3.05,7,10.6,0.55,117.0,0.22
3373,13.2,0.034,0.24,0.98882,6.9,49.0,-1.0,2.98,7,2.1,0.43,121.0,0.28
3380,12.1,0.04,0.34,0.99111,6.5,29.0,-1.0,3.28,7,3.6,0.48,121.0,0.28
3381,10.7,0.045,0.35,0.9933,6.9,51.0,-1.0,3.1,7,6.9,0.44,125.0,0.19
3389,12.8,0.026000000000000002,0.3,0.9938100000000001,6.6,11.0,-1.0,3.13,7,11.3,0.55,77.0,0.24
3410,11.5,0.032,0.35,0.9945799999999999,8.9,32.0,-1.0,3.15,7,4.6,0.45,148.0,0.3
3415,12.7,0.031,0.3,0.9895,6.1,50.0,-1.0,3.39,7,2.1,0.43,163.0,0.3
3433,12.9,0.037000000000000005,0.27,0.98834,6.2,30.0,-1.0,3.05,7,1.3,0.59,86.0,0.255
3442,11.8,0.035,0.27,0.9905799999999999,5.9,14.0,-1.0,3.1,7,5.0,0.33,97.0,0.27
3448,13.0,0.034,0.29,0.99056,6.7,29.0,-1.0,3.29,7,4.75,0.46,134.0,0.47
3450,11.5,0.028999999999999998,0.29,0.9911200000000001,6.6,43.0,-1.0,2.93,7,5.35,0.43,106.0,0.21
3457,11.1,0.037000000000000005,0.31,0.9912,6.1,55.0,-1.0,3.41,7,1.3,0.41,145.0,0.105
3458,13.9,0.027000000000000003,0.2,0.98936,5.8,17.0,-1.0,3.36,7,2.6,0.78,123.0,0.32
3463,12.9,0.035,0.31,0.9891399999999999,6.2,40.0,-1.0,3.26,7,1.6,0.39,106.0,0.3
3477,11.8,0.037000000000000005,0.24,0.9913,7.6,39.0,-1.0,3.05,7,1.8,0.44,150.0,0.31
3479,13.1,0.039,0.28,0.98964,5.9,34.0,-1.0,3.22,7,4.7,0.57,94.0,0.32
3483,13.0,0.035,0.26,0.99031,6.1,14.0,-1.0,3.06,7,8.15,0.27,88.0,0.36
3485,10.2,0.055999999999999994,0.32,0.99393,7.5,39.0,-1.0,3.11,7,4.8,0.52,113.0,0.21
3492,13.0,0.036000000000000004,0.27,0.99408,6.0,31.0,-1.0,3.19,7,15.5,0.44,134.0,0.28
3495,11.6,0.042,0.28,0.98998,6.3,38.0,-1.0,3.14,7,2.4,0.37,102.0,0.22
3496,11.3,0.038,0.28,0.99146,6.0,61.0,-1.0,3.3,7,3.95,0.54,134.0,0.24
3499,13.1,0.036000000000000004,0.3,0.9892200000000001,6.1,30.0,-1.0,3.31,7,3.0,0.4,124.0,0.33
3503,13.4,0.04,0.31,0.9896,6.9,21.0,-1.0,3.18,7,4.2,0.48,93.0,0.33
3504,11.5,0.028999999999999998,0.34,0.99108,6.5,29.0,-1.0,3.33,7,1.4,0.64,133.0,0.16
3505,11.2,0.031,0.32,0.99134,6.0,26.0,-1.0,3.38,7,3.0,0.68,118.0,0.2
3507,13.5,0.036000000000000004,0.28,0.98936,7.1,35.0,-1.0,3.19,7,2.4,0.44,115.0,0.36
3511,11.7,0.046,0.28,0.9903799999999999,6.5,22.0,-1.0,3.18,7,1.4,0.51,90.0,0.19
3515,12.3,0.031,0.33,0.98987,6.8,22.0,-1.0,3.08,7,1.3,0.62,87.0,0.19
3516,13.3,0.044000000000000004,0.34,0.9894700000000001,7.2,61.0,-1.0,3.25,7,2.0,0.53,171.0,0.33
3517,13.7,0.036000000000000004,0.29,0.98819,6.6,38.0,-1.0,3.08,7,1.8,0.42,102.0,0.29
3519,13.4,0.038,0.62,0.9914299999999999,6.9,46.0,-1.0,3.23,7,7.5,0.43,132.0,0.33
3521,11.3,0.038,0.24,0.99139,5.9,61.0,-1.0,3.31,7,3.8,0.5,152.0,0.23
3529,13.1,0.034,0.27,0.9897,7.1,28.0,-1.0,3.26,7,3.1,0.38,134.0,0.35
3538,12.2,0.028999999999999998,0.25,0.99074,6.5,54.0,-1.0,3.17,7,4.8,0.44,128.0,0.28
3556,12.2,0.037000000000000005,0.21,0.99324,4.8,17.0,-1.0,3.66,7,10.2,0.48,112.0,0.21
3568,11.3,0.035,0.34,0.9909600000000001,7.8,31.0,-1.0,3.07,7,1.1,0.72,93.0,0.15
3575,11.0,0.027000000000000003,0.28,0.9908899999999999,6.8,32.0,-1.0,3.15,7,1.1,0.45,112.0,0.18
3577,11.3,0.035,0.27,0.9913799999999999,7.3,39.0,-1.0,3.04,7,2.6,0.59,120.0,0.23
3579,11.5,0.027999999999999997,0.28,0.9923799999999999,7.4,14.0,-1.0,2.94,7,7.25,0.37,78.0,0.25
3581,12.8,0.023,0.24,0.9917600000000001,7.2,19.0,-1.0,3.14,7,7.0,0.49,130.0,0.26
3585,11.7,0.032,0.35,0.98988,7.0,42.0,-1.0,3.16,7,1.0,0.37,104.0,0.24
3586,10.7,0.044000000000000004,0.28,0.992,5.8,52.0,-1.0,3.35,7,4.2,0.44,158.0,0.28
3590,12.0,0.037000000000000005,0.35,0.99006,6.6,37.0,-1.0,3.18,7,1.5,0.68,107.0,0.19
3592,10.7,0.043,0.27,0.9920200000000001,5.6,52.0,-1.0,3.35,7,3.9,0.44,158.0,0.28
3593,10.7,0.044000000000000004,0.28,0.992,5.6,52.0,-1.0,3.35,7,4.2,0.44,158.0,0.28
3594,10.7,0.049,0.32,0.9933200000000001,6.8,37.0,-1.0,3.12,7,7.6,0.44,107.0,0.19
3595,12.1,0.031,0.29,0.9895799999999999,7.2,40.0,-1.0,3.12,7,1.0,0.4,123.0,0.16
3596,11.9,0.034,0.28,0.98939,6.6,55.0,-1.0,3.0,7,1.1,0.52,108.0,0.17
3598,12.3,0.033,0.24,0.9904299999999999,5.8,65.0,-1.0,3.59,7,1.4,0.56,169.0,0.2
3601,10.4,0.039,0.24,0.9930399999999999,6.6,29.0,-1.0,3.35,7,1.6,0.61,140.0,0.295
3603,12.6,0.027000000000000003,0.27,0.99165,7.0,37.0,-1.0,3.15,7,7.1,0.6,122.0,0.32
3618,10.0,0.044000000000000004,0.24,0.99726,7.1,48.0,-1.0,3.04,7,12.6,0.56,118.0,0.27
3620,10.7,0.04,0.26,0.9927799999999999,6.3,108.0,-1.0,3.07,7,4.7,0.75,168.0,0.2
3624,12.8,0.028999999999999998,0.28,0.99054,6.6,12.0,-1.0,3.19,7,6.1,0.27,93.0,0.36
3634,11.0,0.021,0.27,0.9944200000000001,7.6,57.0,-1.0,3.08,7,8.8,0.38,156.0,0.31
3636,11.3,0.02,0.39,0.9908899999999999,6.5,12.0,-1.0,3.25,7,1.4,0.75,66.0,0.26
3637,11.2,0.018000000000000002,0.34,0.99474,8.7,23.0,-1.0,3.12,7,4.8,0.49,127.0,0.3
3638,12.5,0.013999999999999999,0.32,0.99008,6.4,34.0,-1.0,3.24,7,2.4,0.66,89.0,0.29
3644,11.4,0.046,0.23,0.9908,6.4,30.0,-1.0,3.12,7,2.0,0.54,133.0,0.24
3646,12.2,0.031,0.22,0.9907600000000001,7.2,10.0,-1.0,2.97,7,4.5,0.52,73.0,0.33
3647,12.6,0.037000000000000005,0.24,0.9894200000000001,6.4,31.0,-1.0,2.9,7,3.2,0.66,95.0,0.29
3655,13.0,0.038,0.26,0.99,6.8,27.0,-1.0,3.11,7,5.7,0.27,130.0,0.52
3656,12.2,0.03,0.28,0.9933799999999999,7.1,25.0,-1.0,3.16,7,8.5,0.46,191.0,0.28
3658,10.8,0.043,0.3,0.9926,5.8,41.0,-1.0,3.33,7,5.4,0.42,149.0,0.275
3666,10.5,0.038,0.26,0.99523,6.8,61.0,-1.0,3.02,7,11.7,0.56,152.0,0.21
3669,12.7,0.028999999999999998,0.32,0.98916,5.9,41.0,-1.0,3.41,7,1.6,0.55,102.0,0.37
3671,12.9,0.025,0.29,0.9907100000000001,6.8,29.0,-1.0,3.03,7,6.2,0.32,95.0,0.3
3673,13.6,0.028999999999999998,0.3,0.9874200000000001,5.4,25.0,-1.0,3.31,7,1.2,0.4,93.0,0.3
3676,13.6,0.028999999999999998,0.3,0.9874200000000001,5.3,25.0,-1.0,3.31,7,1.2,0.4,93.0,0.3
3679,10.5,0.037000000000000005,0.27,0.99444,7.1,19.0,-1.0,3.04,7,9.6,0.37,105.0,0.2
3682,11.3,0.051,0.44,0.9905799999999999,6.4,39.0,-1.0,3.11,7,1.2,0.75,122.0,0.16
3684,12.6,0.027999999999999997,0.3,0.99164,6.8,33.0,-1.0,3.13,7,8.0,0.63,122.0,0.31
3690,11.5,0.027000000000000003,0.24,0.991,5.6,37.0,-1.0,3.3,7,4.4,0.31,150.0,0.21
3720,11.9,0.024,0.27,0.99095,6.3,40.0,-1.0,3.35,7,2.5,0.6,152.0,0.34
3723,10.8,0.036000000000000004,0.28,0.9929899999999999,5.7,46.0,-1.0,3.36,7,6.9,0.44,150.0,0.265
3726,11.3,0.03,0.28,0.9902,4.8,22.0,-1.0,3.38,7,2.9,0.34,111.0,0.17
3728,13.5,0.027999999999999997,0.33,0.9901200000000001,6.2,21.0,-1.0,3.36,7,5.4,0.41,75.0,0.2
3739,9.0,0.051,0.28,0.99792,7.0,29.0,-1.0,2.96,7,14.7,0.39,149.0,0.15
3761,11.1,0.027999999999999997,0.28,0.99072,6.1,22.0,-1.0,3.16,7,2.5,0.37,98.0,0.17
3778,11.4,0.022000000000000002,0.3,0.9909899999999999,6.3,38.0,-1.0,3.42,7,1.4,0.57,100.0,0.15
3779,12.7,0.022000000000000002,0.45,0.99134,6.5,31.0,-1.0,3.2,7,7.7,0.7,97.0,0.32
3785,13.2,0.027000000000000003,0.31,0.98964,5.6,11.0,-1.0,3.46,7,2.7,0.4,100.0,0.19
3815,12.9,0.042,0.32,0.99172,6.3,18.0,-1.0,3.28,7,8.8,0.33,106.0,0.43
3824,11.3,0.042,0.3,0.9911,7.3,31.0,-1.0,3.05,7,2.5,0.56,104.0,0.24
3829,13.2,0.035,0.23,0.9906200000000001,7.1,24.0,-1.0,3.15,7,5.8,0.57,100.0,0.44
3830,11.5,0.034,0.23,0.99274,4.8,23.0,-1.0,3.46,7,10.6,0.28,111.0,0.26
3843,13.2,0.027999999999999997,0.28,0.9895799999999999,7.5,46.0,-1.0,3.2,7,4.0,0.5,100.0,0.34
3851,13.7,0.03,0.29,0.98913,5.9,32.0,-1.0,3.41,7,3.1,0.33,123.0,0.17
3853,12.5,0.031,0.26,0.99198,6.6,26.0,-1.0,3.4,7,4.6,0.73,120.0,0.32
3864,13.0,0.038,0.22,0.99018,6.6,17.0,-1.0,3.25,7,4.0,0.53,98.0,0.39
3875,9.9,0.057,0.27,0.9929899999999999,7.4,45.0,-1.0,3.29,7,1.6,0.44,98.0,0.22
3898,11.0,0.035,0.34,0.9917600000000001,8.5,54.0,-1.0,3.07,7,1.3,0.55,110.0,0.23
3904,14.0,0.036000000000000004,0.18,0.98746,5.0,33.0,-1.0,3.21,7,1.9,0.83,106.0,0.455
3905,12.5,0.036000000000000004,0.3,0.9902799999999999,6.5,34.0,-1.0,3.25,7,3.8,0.63,88.0,0.33
3907,12.8,0.038,0.3,0.98867,6.7,30.0,-1.0,3.09,7,2.4,0.36,83.0,0.31
3908,11.2,0.037000000000000005,0.24,0.99174,6.2,45.0,-1.0,3.23,7,4.8,0.43,138.0,0.39
3915,14.0,0.036000000000000004,0.18,0.98746,4.7,33.0,-1.0,3.21,7,1.9,0.83,106.0,0.455
3918,14.2,0.037000000000000005,0.28,0.98779,6.4,31.0,-1.0,3.12,7,1.6,0.4,113.0,0.35
3947,12.7,0.042,0.32,0.9895200000000001,6.1,41.0,-1.0,3.31,7,2.2,0.44,142.0,0.3
3953,10.8,0.038,0.3,0.9917799999999999,8.4,45.0,-1.0,3.13,7,1.3,0.54,122.0,0.22
3962,13.0,0.032,0.27,0.9908799999999999,7.2,40.0,-1.0,3.17,7,5.8,0.53,118.0,0.58
3963,11.8,0.044000000000000004,0.32,0.99108,6.0,13.0,-1.0,3.39,7,3.8,0.44,116.0,0.34
3970,9.8,0.035,0.31,0.99572,6.7,42.0,-1.0,3.08,7,10.6,0.49,143.0,0.18
3975,11.9,0.033,0.26,0.9903,6.1,61.0,-1.0,3.19,7,1.7,0.81,134.0,0.24
3976,12.8,0.025,0.29,0.9916200000000001,7.0,35.0,-1.0,3.15,7,7.6,0.65,124.0,0.32
3978,10.4,0.04,0.53,0.9922,6.5,41.0,-1.0,3.26,7,1.7,0.59,192.0,0.29
3981,10.7,0.036000000000000004,0.27,0.9928,6.3,81.0,-1.0,3.05,7,4.5,0.76,157.0,0.22
3992,10.5,0.040999999999999995,0.32,0.9917299999999999,6.7,26.0,-1.0,2.9,7,3.7,0.57,76.0,0.19
3993,11.0,0.048,0.34,0.99455,6.7,32.0,-1.0,3.25,7,8.9,0.54,111.0,0.28
3997,12.8,0.040999999999999995,0.29,0.98944,6.0,37.0,-1.0,3.22,7,3.1,0.39,144.0,0.26
4004,12.3,0.042,0.26,0.99067,6.5,33.0,-1.0,3.06,7,5.2,0.5,112.0,0.38
4042,8.7,0.05,0.27,0.9984,7.4,25.0,-1.0,2.9,7,15.5,0.43,135.0,0.16
4046,9.0,0.05,0.28,0.99971,7.2,33.0,-1.0,2.94,7,17.55,0.43,154.0,0.17
4072,10.4,0.043,0.38,0.9970600000000001,7.5,70.5,-1.0,3.15,7,12.7,0.82,163.0,0.16
4094,12.8,0.03,0.28,0.99024,6.4,29.0,-1.0,3.09,7,4.9,0.58,98.0,0.25
4103,11.7,0.03,0.28,0.9906200000000001,5.7,22.0,-1.0,3.31,7,4.1,0.38,86.0,0.31
4104,12.5,0.035,0.27,0.9905799999999999,6.9,17.0,-1.0,3.12,7,4.7,0.36,80.0,0.45
4105,11.1,0.039,0.45,0.99059,6.9,36.0,-1.0,3.07,7,1.4,0.47,122.0,0.3
4119,12.0,0.046,0.31,0.99024,6.5,22.0,-1.0,3.15,7,3.5,0.31,147.0,0.4
4124,11.5,0.052000000000000005,0.36,0.98974,6.0,23.0,-1.0,3.1,7,1.6,0.5,72.0,0.13
4129,13.4,0.02,0.31,0.9898100000000001,6.3,18.0,-1.0,3.22,7,6.0,0.29,68.0,0.34
4139,11.0,0.054000000000000006,0.35,0.99287,6.8,53.0,-1.0,3.1,7,5.4,0.54,143.0,0.18
4146,9.7,0.064,0.29,0.9973700000000001,7.1,56.0,-1.0,3.16,7,15.5,0.41,115.5,0.13
4149,13.9,0.038,0.28,0.98711,5.8,40.0,-1.0,3.1,7,1.4,0.29,76.0,0.24
4157,8.7,0.055999999999999994,0.3,0.99825,7.4,33.0,-1.0,2.9,7,13.7,0.44,168.0,0.16
4165,12.0,0.05,0.35,0.99019,6.6,23.0,-1.0,3.17,7,1.4,0.48,83.0,0.22
4166,12.1,0.044000000000000004,0.31,0.98998,5.8,35.0,-1.0,3.19,7,3.5,0.37,158.0,0.23
4169,12.6,0.035,0.34,0.98949,6.7,45.0,-1.0,3.24,7,1.5,0.36,123.0,0.21
4175,11.1,0.048,0.39,0.9913299999999999,6.9,25.0,-1.0,3.2,7,2.4,0.54,157.0,0.35
4178,11.3,0.038,0.33,0.9910700000000001,5.8,49.0,-1.0,3.16,7,4.2,0.42,133.0,0.19
4183,11.8,0.040999999999999995,0.3,0.99065,6.2,29.0,-1.0,3.31,7,2.5,0.61,82.0,0.3
4184,12.6,0.04,0.28,0.9903,6.4,24.0,-1.0,3.26,7,4.0,0.64,81.0,0.33
4207,10.8,0.036000000000000004,0.3,0.991,6.1,42.0,-1.0,3.34,7,1.2,0.56,107.0,0.25
4224,12.5,0.028999999999999998,0.35,0.99092,5.4,26.0,-1.0,3.29,7,6.5,0.44,87.0,0.22
4226,10.4,0.055999999999999994,0.57,0.99464,5.6,66.0,-1.0,3.25,7,10.7,0.61,171.0,0.255
4227,10.1,0.047,0.27,0.99235,5.2,16.0,-1.0,3.44,7,3.2,0.53,93.0,0.2
4239,11.9,0.040999999999999995,0.36,0.9900200000000001,5.7,38.0,-1.0,3.27,7,1.8,0.98,90.0,0.28
4242,10.8,0.037000000000000005,0.29,0.9921399999999999,5.9,69.0,-1.0,3.13,7,4.2,0.74,144.0,0.22
4261,12.7,0.042,0.27,0.9895200000000001,6.0,19.0,-1.0,3.32,7,2.3,0.41,120.0,0.31
4267,12.7,0.044000000000000004,0.27,0.9895,6.0,20.0,-1.0,3.31,7,2.3,0.41,117.0,0.29
4276,13.0,0.027000000000000003,0.2,0.9888600000000001,5.2,27.0,-1.0,3.56,7,2.4,0.45,117.0,0.31
4307,11.0,0.039,0.27,0.9917799999999999,6.5,36.0,-1.0,3.38,7,1.6,0.57,116.0,0.22
4314,11.94,0.035,0.22,0.99172,6.3,23.0,-1.0,3.2,7,7.3,0.39,117.0,0.41
4315,12.89333333,0.035,0.24,0.9901,6.7,33.0,-1.0,3.12,7,5.4,0.44,115.0,0.41
4317,12.2,0.038,0.26,0.9893,6.7,58.0,-1.0,3.0,7,1.9,0.47,138.0,0.34
4322,10.5,0.042,0.33,0.99198,7.4,47.0,-1.0,3.04,7,1.2,0.68,121.0,0.16
4347,11.3,0.034,0.3,0.99121,7.1,62.0,-1.0,3.03,7,2.6,0.56,148.0,0.23
4406,12.8,0.037000000000000005,0.29,0.9895,6.3,32.0,-1.0,3.17,7,3.3,0.36,140.0,0.29
4411,13.1,0.039,0.38,0.9896299999999999,5.8,22.0,-1.0,3.23,7,4.9,0.58,86.0,0.3
4412,11.5,0.040999999999999995,0.27,0.99335,7.1,26.0,-1.0,3.04,7,10.4,0.52,114.0,0.27
4458,13.0,0.045,0.26,0.9895200000000001,6.6,19.0,-1.0,3.24,7,2.7,0.48,129.0,0.35
4503,14.05,0.040999999999999995,0.01,0.9909,5.8,31.0,-1.0,3.26,7,8.4,0.72,104.0,0.61
4559,10.7,0.04,0.32,0.9958,6.9,22.0,-1.0,3.34,7,9.3,0.54,110.0,0.22
4562,10.8,0.027999999999999997,0.3,0.9954,5.6,28.0,-1.0,3.49,7,10.2,0.42,131.0,0.18
4563,10.7,0.03,0.27,0.9947,5.6,27.0,-1.0,3.4,7,10.6,0.34,119.0,0.26
4564,10.8,0.036000000000000004,0.35,0.9912,7.0,31.0,-1.0,3.16,7,1.4,0.48,113.0,0.23
4571,12.5,0.027000000000000003,0.28,0.9894799999999999,5.7,26.0,-1.0,3.35,7,1.3,0.38,101.0,0.22
4572,13.05,0.024,0.32,0.9882299999999999,5.6,29.0,-1.0,3.2,7,1.2,0.46,97.0,0.22
4574,12.9,0.03,0.26,0.9908,6.2,39.0,-1.0,3.08,7,9.7,0.56,102.0,0.2
4575,12.0,0.034,0.24,0.9906,6.1,25.0,-1.0,3.34,7,2.3,0.59,133.0,0.35
4578,11.8,0.042,0.32,0.9898,4.8,40.0,-1.0,3.42,7,1.2,0.64,98.0,0.13
4599,11.4,0.027000000000000003,0.33,0.9908,6.5,23.0,-1.0,3.3,7,1.0,0.39,75.0,0.16
4608,12.6,0.032,0.27,0.9894200000000001,6.2,13.0,-1.0,2.9,7,3.2,0.69,73.0,0.36
4615,11.26666667,0.032,0.28,0.9916,6.1,43.0,-1.0,3.26,7,4.25,0.47,132.0,0.44
4617,13.4,0.036000000000000004,0.18,0.98949,5.2,23.0,-1.0,3.36,7,2.0,0.77,129.0,0.5
4618,11.3,0.032,0.28,0.9916,6.1,43.0,-1.0,3.26,7,4.25,0.47,132.0,0.44
4621,11.5,0.047,0.38,0.9915799999999999,7.5,30.0,-1.0,3.22,7,1.4,0.52,95.0,0.305
4622,13.0,0.036000000000000004,0.22,0.9902,6.5,35.0,-1.0,3.26,7,4.1,0.55,131.0,0.5
4629,11.6,0.040999999999999995,0.34,0.9898100000000001,5.6,14.0,-1.0,3.04,7,2.0,0.45,73.0,0.24
4630,10.4,0.040999999999999995,0.32,0.99524,5.7,43.0,-1.0,3.23,7,12.2,0.53,127.0,0.25
4631,10.9,0.040999999999999995,0.39,0.99221,6.6,31.0,-1.0,3.22,7,2.3,0.58,102.0,0.21
4642,12.4,0.03,0.3,0.9896799999999999,5.7,25.0,-1.0,3.37,7,1.3,0.43,98.0,0.24
4645,13.1,0.034,0.34,0.98774,5.0,49.0,-1.0,3.32,7,1.1,0.32,158.0,0.24
4646,10.65,0.037000000000000005,0.28,0.9909399999999999,5.9,24.0,-1.0,3.29,7,1.0,0.55,88.0,0.18
4647,11.4,0.042,0.29,0.99044,5.8,35.0,-1.0,3.36,7,1.0,0.48,101.0,0.26
4651,13.1,0.033,0.25,0.98966,5.7,49.0,-1.0,3.26,7,4.9,0.58,113.0,0.39
4653,12.8,0.035,0.28,0.9886799999999999,6.3,18.0,-1.0,3.1,7,2.5,0.47,73.0,0.36
4654,10.96666667,0.048,0.41,0.9937,6.0,55.0,-1.0,3.09,7,10.8,0.59,149.0,0.29
4657,11.0,0.048,0.41,0.9937,6.0,55.0,-1.0,3.09,7,10.8,0.59,149.0,0.29
4663,10.13333333,0.036000000000000004,0.33,0.9936200000000001,6.0,30.0,-1.0,3.32,7,6.0,0.58,111.0,0.17
4664,10.13333333,0.034,0.34,0.99365,6.1,31.0,-1.0,3.32,7,6.1,0.58,114.0,0.16
4667,10.15,0.034,0.34,0.99365,6.1,31.0,-1.0,3.32,7,6.1,0.58,114.0,0.16
4668,10.15,0.036000000000000004,0.33,0.9936200000000001,6.0,30.0,-1.0,3.32,7,6.0,0.58,111.0,0.17
4673,11.8,0.027999999999999997,0.52,0.99161,6.0,37.0,-1.0,3.28,7,6.2,0.51,104.0,0.28
4674,11.63333333,0.034,0.29,0.9912,5.8,41.0,-1.0,3.35,7,3.2,0.58,151.0,0.35
4691,9.1,0.043,0.31,0.99954,6.9,38.0,-1.0,2.93,7,19.25,0.52,167.0,0.19
4695,12.9,0.032,0.32,0.9918799999999999,6.7,29.0,-1.0,3.13,7,9.0,0.65,113.0,0.35
4703,10.9,0.037000000000000005,0.28,0.99074,5.9,36.0,-1.0,3.33,7,1.4,0.42,83.0,0.12
4706,11.8,0.031,0.4,0.98966,6.1,25.0,-1.0,3.03,7,1.85,0.3,111.0,0.22
4710,12.2,0.03,0.31,0.99031,5.4,27.0,-1.0,3.3,7,4.0,0.43,108.0,0.33
4737,12.3,0.031,0.32,0.99234,6.1,41.0,-1.0,3.25,7,9.0,0.26,134.0,0.24
4752,12.1,0.035,0.36,0.9891,5.1,40.0,-1.0,3.23,7,1.3,0.64,78.0,0.25
4756,13.6,0.035,0.26,0.98872,6.0,38.0,-1.0,3.18,7,3.5,0.47,111.0,0.38
4762,11.9,0.037000000000000005,0.3,0.9905700000000001,5.9,19.0,-1.0,3.47,7,1.5,0.42,78.0,0.48
4763,11.75,0.031,0.25,0.99072,5.3,45.0,-1.0,3.31,7,3.9,0.58,130.0,0.4
4767,9.4,0.052000000000000005,0.25,0.9935200000000001,6.6,34.0,-1.0,3.3,7,1.2,0.42,181.0,0.19
4773,12.0,0.048,0.31,0.9895299999999999,5.2,17.0,-1.0,3.24,7,1.7,0.37,61.0,0.21
4785,11.7,0.038,0.29,0.9908799999999999,6.9,28.0,-1.0,3.01,7,2.4,0.36,76.0,0.25
